image_name,group,candidate_count,top_status,top_confidence,top_amount_score,top_text,top_bbox,top_reason,top_raw_status,top_raw_confidence,top_raw_reason,top_source,top_flags,top_ocr_confidence,top_has_local_reason,top_readable_amount,top_downgraded,review_priority,preview_path,needs_review,top3_candidates_json
f_21.jpg,f,4,篡改,0.9613,2.2000,收预金额17.000.00元(人[币),"124,363,559,394",全局UI布局异常；局部字体风格异常,篡改,0.9613,全局UI布局异常；局部字体风格异常,line,money_regex|target_keyword|currency_hint|prominent,0.1140,yes,no,no,28.4067,results/amount_batch_ptest_latest/review_previews/f_21.jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9613"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9613"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""收预金额17.000.00元(人[币)"", ""bbox"": ""124,363,559,394"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.1140"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|currency_hint|prominent"", ""review_priority"": ""28.4067"", ""has_local_reason"": ""yes"", ""readable_amount"": ""no"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9613"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9613"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""17.000.00元(人[币)"", ""bbox"": ""278,363,559,394"", ""amount_score"": ""1.7500"", ""ocr_confidence"": ""0.2239"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent"", ""review_priority"": ""26.9567"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9613"", ""reason"": ""全局UI布局异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9613"", ""raw_reason"": ""全局UI布局异常"", ""text"": ""刖20251111.320:13"", ""bbox"": ""174,978,492,1009"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.4752"", ""source"": ""line"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.0567"", ""has_local_reason"": ""no"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
d_77.jpg,d,1,篡改,0.9936,1.5500,5.3500#0,"26,0,169,26",全局UI布局异常；局部字体风格异常,篡改,0.9936,全局UI布局异常；局部字体风格异常,token,money_regex|compact_digits|prominent,0.0805,yes,no,no,27.9179,results/amount_batch_ptest_latest/review_previews/d_77.jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9936"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9936"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""5.3500#0"", ""bbox"": ""26,0,169,26"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.0805"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""27.9179"", ""has_local_reason"": ""yes"", ""readable_amount"": ""no"", ""downgraded"": ""no"", ""candidate_count"": 1}]"
g_13.jpg,g,4,篡改,0.9927,2.4000,"转账金额1,365.00元","133,1161,1066,1223",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9927,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|currency_hint|compact_digits|prominent,0.9906,yes,yes,no,27.7636,results/amount_batch_ptest_latest/review_previews/g_13.jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9927"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9927"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额1,365.00元"", ""bbox"": ""133,1161,1066,1223"", ""amount_score"": ""2.4000"", ""ocr_confidence"": ""0.9906"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.7636"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9927"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9927"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""1,365.00元"", ""bbox"": ""837,1166,1066,1218"", ""amount_score"": ""1.7500"", ""ocr_confidence"": ""0.9986"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.1136"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9927"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9927"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""最低0.99元起购买36元微信立减金"", ""bbox"": ""167,2337,696,2386"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.8295"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|prominent"", ""review_priority"": ""26.9136"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
g_14.jpg,g,4,篡改,0.9927,2.4000,"转账金额1,365.00元","133,1161,1066,1223",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9927,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|currency_hint|compact_digits|prominent,0.9906,yes,yes,no,27.7636,results/amount_batch_ptest_latest/review_previews/g_14.jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9927"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9927"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额1,365.00元"", ""bbox"": ""133,1161,1066,1223"", ""amount_score"": ""2.4000"", ""ocr_confidence"": ""0.9906"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.7636"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9927"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9927"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""1,365.00元"", ""bbox"": ""837,1166,1066,1218"", ""amount_score"": ""1.7500"", ""ocr_confidence"": ""0.9986"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.1136"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9927"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9927"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""最低0.99元起购买36元微信立减金"", ""bbox"": ""167,2337,696,2386"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.8295"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|prominent"", ""review_priority"": ""26.9136"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
c_156.jpg,c,4,篡改,0.9852,2.4000,交易金额20500.00元,"107,822,928,922",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9852,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|currency_hint|compact_digits|prominent,0.9775,yes,yes,no,27.7262,results/amount_batch_ptest_latest/review_previews/c_156.jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9852"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9852"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""交易金额20500.00元"", ""bbox"": ""107,822,928,922"", ""amount_score"": ""2.4000"", ""ocr_confidence"": ""0.9775"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.7262"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9852"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9852"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""20500.00元"", ""bbox"": ""498,828,928,919"", ""amount_score"": ""1.7500"", ""ocr_confidence"": ""0.9729"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.0762"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9852"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9852"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""17458.19元"", ""bbox"": ""500,1211,926,1301"", ""amount_score"": ""1.7500"", ""ocr_confidence"": ""0.6642"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.0762"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
c_64.jpg,c,4,篡改,0.9818,2.4000,交易金额11000.00元,"39,603,578,667",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9818,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|currency_hint|compact_digits|prominent,0.9931,yes,yes,no,27.7088,results/amount_batch_ptest_latest/review_previews/c_64.jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9818"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9818"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""交易金额11000.00元"", ""bbox"": ""39,603,578,667"", ""amount_score"": ""2.4000"", ""ocr_confidence"": ""0.9931"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.7088"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9818"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9818"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""11000.00元"", ""bbox"": ""292,603,578,665"", ""amount_score"": ""1.7500"", ""ocr_confidence"": ""0.9989"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.0588"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9818"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9818"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""49699.67元"", ""bbox"": ""291,860,578,920"", ""amount_score"": ""1.7500"", ""ocr_confidence"": ""0.8615"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.0588"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
g_11.jpg,g,4,篡改,0.9727,2.4000,"转账金额1,194.00元","133,1161,1066,1223",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9727,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|currency_hint|compact_digits|prominent,0.9334,yes,yes,no,27.6635,results/amount_batch_ptest_latest/review_previews/g_11.jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9727"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9727"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额1,194.00元"", ""bbox"": ""133,1161,1066,1223"", ""amount_score"": ""2.4000"", ""ocr_confidence"": ""0.9334"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.6635"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9727"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9727"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""1,194.00元"", ""bbox"": ""837,1166,1066,1218"", ""amount_score"": ""1.7500"", ""ocr_confidence"": ""0.8842"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.0135"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9727"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9727"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""最低0.99元起购买36元微信立减金"", ""bbox"": ""167,2337,696,2386"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.8295"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|prominent"", ""review_priority"": ""26.8135"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
d_65.jpg,d,2,篡改,0.9705,2.4000,转账金额¥11922.00元,"80,666,694,704",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9705,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|currency_hint|compact_digits|prominent,0.4701,yes,yes,no,27.6526,results/amount_batch_ptest_latest/review_previews/d_65.jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9705"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9705"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额¥11922.00元"", ""bbox"": ""80,666,694,704"", ""amount_score"": ""2.4000"", ""ocr_confidence"": ""0.4701"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.6526"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 2}, {""status"": ""篡改"", ""confidence"": ""0.9705"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9705"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""¥11922.00元"", ""bbox"": ""520,670,694,701"", ""amount_score"": ""1.9000"", ""ocr_confidence"": ""0.5383"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent|signed_or_currency"", ""review_priority"": ""27.1526"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
c_173.jpg,c,4,篡改,0.9658,2.4000,交易金额2096.00元,"107,961,883,1062",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9658,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|currency_hint|compact_digits|prominent,0.9859,yes,yes,no,27.6291,results/amount_batch_ptest_latest/review_previews/c_173.jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9658"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9658"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""交易金额2096.00元"", ""bbox"": ""107,961,883,1062"", ""amount_score"": ""2.4000"", ""ocr_confidence"": ""0.9859"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.6291"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9658"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9658"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""28347.32元"", ""bbox"": ""498,1351,928,1439"", ""amount_score"": ""1.7500"", ""ocr_confidence"": ""0.9987"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent"", ""review_priority"": ""26.9791"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9658"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9658"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""2096.00元"", ""bbox"": ""498,968,883,1057"", ""amount_score"": ""1.7500"", ""ocr_confidence"": ""0.9969"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent"", ""review_priority"": ""26.9791"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
c_162.jpg,c,4,篡改,0.9635,2.4000,交易金额5721.00元,"107,735,883,834",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9635,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|currency_hint|compact_digits|prominent,0.9854,yes,yes,no,27.6176,results/amount_batch_ptest_latest/review_previews/c_162.jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9635"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9635"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""交易金额5721.00元"", ""bbox"": ""107,735,883,834"", ""amount_score"": ""2.4000"", ""ocr_confidence"": ""0.9854"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|currency_hint|compact_digits|prominent"", ""review_priority"": ""27.6176"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9635"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9635"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""43978.67元"", ""bbox"": ""498,1125,926,1214"", ""amount_score"": ""1.7500"", ""ocr_confidence"": ""0.9990"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent"", ""review_priority"": ""26.9676"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9635"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9635"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""5721.00元"", ""bbox"": ""498,744,883,831"", ""amount_score"": ""1.7500"", ""ocr_confidence"": ""0.9892"", ""source"": ""token"", ""flags"": ""money_regex|currency_hint|compact_digits|prominent"", ""review_priority"": ""26.9676"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
